iteration,loss
1,876142272.0
2,356172992.0
3,125079152.0
4,344908576.0
5,72328944.0
6,110668944.0
7,36580576.0
8,14583816.0
9,120460208.0
10,43731512.0
11,19606358.0
12,30946012.0
13,38991164.0
14,15392475.0
15,8816556.0
16,10046337.0
17,3406307.75
18,4643106.5
19,2440108.5
20,1842946.5
21,1284171.0
22,1135422.375
23,627193.25
24,551535.8125
25,371101.0625
26,268786.1875
27,284585.9375
28,183402.140625
29,221145.9375
30,79925.59375
31,23848.091796875
32,48830.1640625
33,8238.77734375
34,8951.3876953125
35,2186.826171875
36,1004.3926391601562
37,2642.40380859375
38,1913.4462890625
39,1852.24072265625
40,2590.136474609375
41,2408.380126953125
42,2635.8232421875
43,3219.1455078125
44,2602.772705078125
45,2404.3076171875
46,3157.408203125
47,2052.283203125
48,1776.788330078125
49,1261.31298828125
50,907.9718627929688
51,1000.6535034179688
52,1197.0013427734375
53,1194.967529296875
54,1526.861328125
55,1979.4852294921875
56,1841.398193359375
57,2863.3896484375
58,1694.188232421875
59,841.7777099609375
60,1869.7982177734375
61,590.8875122070312
62,719.0861206054688
63,596.074951171875
64,346.9443359375
65,706.7487182617188
66,565.3756103515625
67,409.2977600097656
68,386.1285705566406
69,448.2729187011719
70,326.12640380859375
71,446.9112243652344
72,374.8327941894531
73,264.4153137207031
74,457.1184387207031
75,311.9132080078125
76,304.31927490234375
77,274.6255187988281
78,312.6607971191406
79,289.2028503417969
80,354.52569580078125
81,356.3882141113281
82,274.5789489746094
83,350.5830078125
84,263.33013916015625
85,354.7328796386719
86,202.84375
87,316.3644104003906
88,265.5967102050781
89,143.937255859375
90,252.23281860351562
91,351.7044677734375
92,179.63670349121094
93,271.223876953125
94,214.81028747558594
95,221.34788513183594
96,182.52001953125
97,242.382080078125
98,179.71453857421875
99,364.42205810546875
100,235.00198364257812
101,188.42575073242188
102,344.8381042480469
103,211.21295166015625
104,178.80709838867188
105,163.8489227294922
106,200.92242431640625
107,179.95672607421875
108,224.6457061767578
109,206.48611450195312
110,184.09927368164062
111,194.7882080078125
112,158.49288940429688
113,221.2694549560547
114,135.38449096679688
115,202.10556030273438
116,175.31768798828125
117,92.00953674316406
118,150.23117065429688
119,202.0487823486328
120,115.40252685546875
121,177.45986938476562
122,117.78919982910156
123,144.4365692138672
124,106.88314819335938
125,150.74696350097656
126,114.50826263427734
127,211.054931640625
128,140.76589965820312
129,114.50980377197266
130,209.04331970214844
131,130.52444458007812
132,119.1361312866211
133,110.83097076416016
134,144.15281677246094
135,125.14708709716797
136,146.613525390625
137,137.0057373046875
138,130.06944274902344
139,125.77925109863281
140,110.37126159667969
141,157.88613891601562
142,95.64913940429688
143,149.13607788085938
144,117.58125305175781
145,63.698795318603516
146,107.20188903808594
147,145.92738342285156
148,93.15009307861328
149,123.90911865234375
150,81.23179626464844
151,119.28351593017578
152,79.78204345703125
153,112.36676025390625
154,88.9626693725586
155,154.43124389648438
156,111.66593933105469
157,91.94883728027344
158,173.93775939941406
159,107.77288055419922
160,89.53235626220703
161,85.16524505615234
162,108.48237609863281
163,82.32122802734375
164,93.2591552734375
165,107.98792266845703
166,105.46253967285156
167,104.41618347167969
168,93.52530670166016
169,127.27034759521484
170,77.26238250732422
171,118.84969329833984
172,105.24271392822266
173,58.432640075683594
174,95.5924301147461
175,130.5312957763672
176,86.40108489990234
177,97.82417297363281
178,63.42241668701172
179,102.31301879882812
180,73.88562774658203
181,108.09198760986328
182,90.62017059326172
183,140.54507446289062
184,106.94634246826172
185,85.95335388183594
186,161.54464721679688
187,99.70684051513672
188,79.9178466796875
189,77.53873443603516
190,100.05530548095703
191,81.01716613769531
192,93.0469970703125
193,101.99617767333984
194,104.1778335571289
195,90.53108215332031
196,86.98585510253906
197,113.91921997070312
198,75.2557144165039
199,115.46681213378906
200,96.0972671508789
201,54.09027099609375
202,85.230224609375
203,103.65924072265625
204,69.41661071777344
205,92.99840545654297
206,55.78045654296875
207,96.6903076171875
208,72.4140625
209,92.81401062011719
210,68.5850601196289
211,92.63490295410156
212,74.92694091796875
213,70.53639221191406
214,117.63699340820312
215,88.49307250976562
216,91.1306381225586
217,75.08676147460938
218,94.00135803222656
219,68.06195068359375
220,70.27572631835938
221,94.96275329589844
222,99.0503158569336
223,103.50997924804688
224,91.71734619140625
225,130.51145935058594
226,74.24972534179688
227,113.51094055175781
228,82.76870727539062
229,51.116275787353516
230,82.0301513671875
231,102.88461303710938
232,70.35112762451172
233,78.82678985595703
234,53.789772033691406
235,96.40768432617188
236,64.67865753173828
237,86.9234390258789
238,65.82035827636719
239,88.75164794921875
240,70.91392517089844
241,65.66850280761719
242,111.88093566894531
243,83.16065979003906
244,84.82030487060547
245,72.26385498046875
246,90.56108093261719
247,67.77336120605469
248,67.91779327392578
249,88.88298034667969
250,95.50392150878906
251,89.62049865722656
252,82.9284439086914
253,107.03850555419922
254,69.23146057128906
255,104.21658325195312
256,91.30322265625
257,56.245426177978516
258,84.7606430053711
259,107.55989074707031
260,80.86454772949219
261,80.58566284179688
262,50.600067138671875
263,94.02657318115234
264,67.18396759033203
265,87.68424224853516
266,74.06170654296875
267,95.45539093017578
268,82.47235870361328
269,67.68885040283203
270,122.94554901123047
271,81.28080749511719
272,72.53832244873047
273,69.24605560302734
274,89.6504898071289
275,73.87702178955078
276,77.7113265991211
277,91.43710327148438
278,94.53546142578125
279,79.74835205078125
280,81.16216278076172
281,106.15194702148438
282,69.04264068603516
283,107.50460052490234
284,79.2974853515625
285,50.1717414855957
286,77.37833404541016
287,88.96299743652344
288,65.08952331542969
289,73.6166763305664
290,47.77907180786133
291,92.5769271850586
292,65.92193603515625
293,82.22566986083984
294,62.9629020690918
295,74.92839813232422
296,67.2143325805664
297,61.67728042602539
298,104.55689239501953
299,79.68909454345703
300,82.57321166992188
301,69.33414459228516
302,86.09464263916016
303,65.27741241455078
304,63.48051452636719
305,85.12932586669922
306,93.73918151855469
307,86.5721435546875
308,81.90753936767578
309,105.15797424316406
310,69.94654846191406
311,104.16781616210938
312,83.55766296386719
313,53.39923095703125
314,77.40027618408203
315,89.14002990722656
316,70.04521942138672
317,71.4764175415039
318,44.695556640625
319,89.25645446777344
320,72.7908706665039
321,85.70728302001953
322,72.78365325927734
323,81.571044921875
324,76.76121520996094
325,63.320396423339844
326,110.45865631103516
327,76.64091491699219
328,77.64888763427734
329,71.58183288574219
330,101.02869415283203
331,89.593505859375
332,94.23728942871094
333,104.22891998291016
334,106.8349609375
335,75.32857513427734
336,79.41635131835938
337,96.24687957763672
338,75.8934555053711
339,119.10100555419922
340,84.79560852050781
341,54.522178649902344
342,79.9216537475586
343,76.06790161132812
344,60.449745178222656
345,72.16596984863281
346,43.3189811706543
347,92.08717346191406
348,72.20426177978516
349,81.79647827148438
350,62.810142517089844
351,68.47502899169922
352,70.42410278320312
353,60.688575744628906
354,106.00810241699219
355,76.65652465820312
356,74.24382781982422
357,66.65624237060547
358,84.5221176147461
359,65.47801971435547
360,62.140586853027344
361,84.28208923339844
362,96.01175689697266
363,89.9183120727539
364,84.44401550292969
365,113.2420654296875
366,75.5259017944336
367,109.90485382080078
368,79.08818817138672
369,51.47043228149414
370,74.57208251953125
371,80.20713806152344
372,62.26481628417969
373,70.91521453857422
374,45.96408462524414
375,88.54778289794922
376,67.2305679321289
377,79.71017456054688
378,62.93291473388672
379,68.1838150024414
380,65.324462890625
381,61.32835388183594
382,101.38489532470703
383,79.6195297241211
384,80.24637603759766
385,66.31849670410156
386,79.90235137939453
387,58.46913528442383
