epoch,loss,loss_theta,loss_z
1,682.3549418131511,208.83052546183268,482.3727111816406
2,599.4416269938151,178.0866870880127,430.3051015218099
3,480.3119740804037,135.94898579915363,353.0934015909831
4,339.26826629638674,91.48411102294922,255.2767135620117
5,215.70282084147135,67.00830777486165,152.48866755167643
6,154.70739262898763,68.505268796285,84.84951820373536
7,113.26569976806641,55.3317232131958,55.79258785247803
8,79.74601643880209,40.05120436350504,37.90534496307373
9,57.474473571777345,26.7750457127889,29.75118417739868
10,46.809347025553386,19.474183559417725,27.02849473953247
11,43.563052304585774,17.3045702457428,26.14944642384847
12,42.69029973347982,16.979648566246034,25.604098065694174
13,42.29038530985515,17.108983262379965,25.024768924713136
14,41.991868082682295,17.287113134066264,24.491709740956626
15,41.747102928161624,17.49166634082794,23.985758431752522
16,41.5371711730957,17.67945302327474,23.5368816057841
17,41.35801919301351,17.850164270401002,23.141348934173585
18,41.204057693481445,18.001410794258117,22.796116701761882
19,41.071200370788574,18.128035140037536,22.502690855662028
20,40.955607922871906,18.2332933028539,22.253216807047526
21,40.85365136464437,18.318442217508952,22.04218473434448
22,40.761901156107584,18.388589437802633,21.85996888478597
23,40.67771263122559,18.445448271433513,21.70166209538778
24,40.599499766031904,18.490910704930624,21.563277689615884
25,40.525937207539876,18.527084589004517,21.440948168436687
26,40.456026776631674,18.555495754877725,21.33177439371745
27,40.38899745941162,18.577509689331055,21.23330151240031
28,40.32427590688069,18.5941562016805,21.143677965799967
29,40.26151129404704,18.606169962882994,21.061637687683106
30,40.20041325887044,18.61447978814443,20.98580150604248
31,40.14072602589925,18.619665503501892,20.915201218922935
32,40.08228848775228,18.62256204287211,20.848658752441406
33,40.02488708496094,18.62385183175405,20.785170873006184
34,39.96828797658284,18.62374220689138,20.724194526672363
35,39.91241696675618,18.622872487703958,20.664895057678223
36,39.85718504587809,18.621415050824485,20.606993643442788
37,39.802527618408206,18.619453724225362,20.55031337738037
38,39.748395856221514,18.61711911360423,20.49464365641276
39,39.6947655359904,18.614466873804727,20.439886983235677
40,39.64163614908854,18.611485489209493,20.386054865519206
41,39.58901195526123,18.608396029472352,20.332896550496418
42,39.53686892191569,18.605221382776897,20.28035774230957
43,39.48516057332357,18.602069179217022,20.2282813390096
44,39.43390471140544,18.599005707105,20.17657604217529
45,39.38306872049967,18.596130053202312,20.12510757446289
46,39.33266970316569,18.59347105026245,20.07384974161784
47,39.282706006368,18.591008973121642,20.02284469604492
48,39.23321386973063,18.58853990236918,19.972349707285563
49,39.184235382080075,18.586613376935322,19.921762053171793
50,39.13563372294108,18.585475349426268,19.87067918777466
51,39.08747469584147,18.58485093911489,19.819443289438883
52,39.0397871017456,18.58482918739319,19.76801087061564
53,38.99261296590169,18.585288166999817,19.716549078623455
54,38.945942624409994,18.586351776123045,19.664924494425456
55,38.8998166402181,18.58782909711202,19.61338186264038
56,38.85425936381022,18.589847016334534,19.561816692352295
57,38.809442329406735,18.59011926651001,19.512944507598878
58,38.7661434173584,18.59383994738261,19.462049420674642
59,38.72391942342122,18.593749936421712,19.41650276184082
60,38.68262983957926,18.595789893468222,19.369516785939535
61,38.64188264211019,18.59747745990753,19.323585160573323
62,38.60248858133952,18.597738893826804,19.28069477081299
63,38.564693196614584,18.597454579671226,19.240151405334473
64,38.52835534413656,18.597192923227947,19.201130708058674
65,38.493363507588704,18.596891609827676,19.163616434733072
66,38.45974178314209,18.596477739016215,19.127693144480386
67,38.427444521586104,18.595955324172973,19.09331817626953
68,38.39640808105469,18.595277245839437,19.060487874348958
69,38.366624704996745,18.5944043636322,19.02923364639282
70,38.33807767232259,18.593340102831522,18.999533780415852
71,38.31076202392578,18.59218482176463,18.971259021759032
72,38.284627278645836,18.59093522230784,18.94437058766683
73,38.25966478983561,18.589648175239564,18.91878213882446
74,38.235832595825194,18.588281496365866,18.89450985590617
75,38.2131093343099,18.586827993392944,18.87152369817098
76,38.191415850321455,18.58533420562744,18.849714056650797
77,38.170729128519696,18.58385745684306,18.828966935475666
78,38.15098876953125,18.582460808753968,18.80915511449178
79,38.132127316792804,18.581230115890502,18.79009771347046
80,38.114070892333984,18.580139430363975,18.771759033203125
81,38.09674727121989,18.57834672133128,18.75496768951416
82,38.07975145975749,18.579468909899393,18.73525603612264
83,38.06287250518799,18.57918289502462,18.71726188659668
84,38.04634081522624,18.57997965812683,18.698413626352945
85,38.030014483133954,18.580499259630837,18.680098470052084
86,38.01396516164144,18.581295609474182,18.661760171254475
87,37.998173014322916,18.58209357261658,18.64369338353475
88,37.98268171946208,18.582904815673828,18.625912348429363
89,37.96744003295898,18.583852060635884,18.608297952016194
90,37.952559343973796,18.584691826502482,18.591173553466795
91,37.93791840871175,18.585597999890645,18.57422742843628
92,37.92351379394531,18.586514671643574,18.55751838684082
93,37.90935001373291,18.587446149190267,18.54105389912923
94,37.89543336232503,18.588359824816386,18.524869918823242
95,37.88173923492432,18.589251669247947,18.508970801035563
96,37.868292744954424,18.590106161435447,18.493369007110594
97,37.85507837931315,18.590997616449993,18.477968819936116
98,37.84206358591715,18.591844526926675,18.462855275472005
99,37.82928600311279,18.592730085055035,18.447938760121662
100,37.816717783610024,18.593554878234862,18.433319028218587
101,37.80435981750488,18.59438121318817,18.418934313456216
102,37.79220886230469,18.59516520500183,18.404825592041014
103,37.78027178446452,18.595918567975364,18.390977128346762
104,37.768537521362305,18.596645363171895,18.37737725575765
105,37.75699933369955,18.597354666392008,18.364018567403157
106,37.745659510294594,18.59802770614624,18.35091381072998
107,37.73451099395752,18.598686265945435,18.338036664326985
108,37.72355988820394,18.599291229248045,18.325426197052003
109,37.71279188791911,18.599901485443116,18.313017654418946
110,37.702212206522624,18.600456245740254,18.300864855448406
111,37.691803741455075,18.600997630755106,18.288926060994466
112,37.68158791859945,18.601509682337444,18.2772159576416
113,37.67154134114583,18.601952044169106,18.265776697794596
114,37.661668395996095,18.6023300409317,18.25460891723633
115,37.65197022755941,18.60266482035319,18.243683211008708
116,37.64245529174805,18.602952369054158,18.232998371124268
117,37.63310832977295,18.60320689678192,18.222539107004803
118,37.62391961415609,18.60341830253601,18.212306531270347
119,37.61487973531087,18.603509147961933,18.202366161346436
120,37.60613327026367,18.60254859129588,18.193988100687662
121,37.59853795369466,18.607590182622275,18.18001038233439
122,37.59057248433431,18.606169811884563,18.17290382385254
123,37.58358605702718,18.610705558458964,18.160029697418214
124,37.57625115712484,18.610491490364076,18.15223601659139
125,37.56942729949951,18.612994734446207,18.1418976465861
126,37.56250654856364,18.613261636098226,18.134038511912028
127,37.55592333475749,18.614737725257875,18.12513666152954
128,37.54934546152751,18.61511267820994,18.117529900868735
129,37.542973327636716,18.616025479634605,18.109530385335287
130,37.53666693369548,18.616375112533568,18.102253246307374
131,37.53052317301432,18.61696352958679,18.094876511891684
132,37.52445894877116,18.61724374294281,18.087944571177164
133,37.51852486928304,18.617610478401183,18.081054147084554
134,37.512681579589845,18.617798018455506,18.07447052001953
135,37.50694618225098,18.618036715189614,18.06795638402303
136,37.50131676991781,18.618124707539877,18.061711311340332
137,37.49577713012695,18.618225121498106,18.055570538838705
138,37.49033228556315,18.618239625295004,18.049632199605306
139,37.48499762217204,18.618204911549885,18.043855794270833
140,37.47974847157796,18.61815927028656,18.03819729487101
141,37.47458871205648,18.618078859647117,18.03267151514689
142,37.469523429870605,18.618052864074706,18.02718629837036
143,37.46453717549642,18.617985351880392,18.0218368212382
144,37.45963687896729,18.617949358622234,18.01654707590739
145,37.45482171376546,18.617893298467,18.011361853281656
146,37.450076293945315,18.61788391272227,18.00620969136556
147,37.44541492462158,18.617775972684225,18.001255893707274
148,37.440857378641766,18.617689474423727,17.99637769063314
149,37.436354573567705,18.617543880144755,17.991653728485108
150,37.4319434483846,18.61734443505605,17.987081813812257
151,37.42763093312581,18.617133824030557,17.982616647084555
152,37.4233699798584,18.616813500722248,17.97835496266683
153,37.419213422139485,18.61652782758077,17.974149703979492
154,37.415114148457846,18.616136074066162,17.970145193735757
155,37.41115226745605,18.616007240613303,17.965969181060792
156,37.40709921518962,18.61595369974772,17.96163295110067
157,37.403482627868655,18.612784663836162,17.961257966359458
158,37.40322335561117,18.61698225339254,17.95570618311564
159,37.39941412607829,18.605951913197835,17.96403799057007
160,37.396663411458334,18.62662428220113,17.938128185272216
161,37.391741053263345,18.602331495285036,17.960510953267416
162,37.388572756449385,18.614809759457906,17.942817370096844
163,37.384636942545576,18.608596913019817,17.945608774820965
164,37.3819086710612,18.61430335044861,17.936074829101564
165,37.37799809773763,18.608480906486513,17.938505109151205
166,37.37528502146403,18.61287258466085,17.93048973083496
167,37.3716957728068,18.60827965736389,17.931839656829833
168,37.36900094350179,18.611518955230714,17.925183963775634
169,37.365657869974775,18.607881935437522,17.9257173538208
170,37.36319751739502,18.609626666704813,17.920997206370036
171,37.36168982187907,18.610460035006206,17.918304697672525
172,37.35799318949382,18.606146343549092,17.91925293604533
173,37.36540044148763,18.59512578646342,17.938190078735353
174,37.357146962483725,18.61974892616272,17.902836767832436
175,37.353070958455405,18.591927417119344,17.930335394541423
176,37.35064430236817,18.6050746122996,17.912703037261963
177,37.34790954589844,18.5992866675059,17.91626567840576
178,37.34577045440674,18.604673258463542,17.907754071553548
179,37.343020566304524,18.599974687894186,17.910103352864585
180,37.34098517100016,18.60441172917684,17.90278304417928
181,37.338406817118326,18.600040197372437,17.904963811238606
182,37.33649082183838,18.60401141643524,17.89830354054769
183,37.334099769592285,18.599795786539712,17.900507513682047
184,37.3322992960612,18.603315409024557,17.8944948832194
185,37.33008047739665,18.59936235745748,17.896591599782308
186,37.328383382161455,18.602452119191486,17.89119682312012
187,37.326334126790364,18.5987420241038,17.89319756825765
