iteration,loss
1,605.1912841796875
2,794.315185546875
3,698.2131958007812
4,772.0559692382812
5,567.939453125
6,629.1953125
7,791.7085571289062
8,734.112548828125
9,427.9449462890625
10,601.33544921875
11,538.41845703125
12,575.0118408203125
13,590.148193359375
14,462.58087158203125
15,558.7197875976562
16,370.8633117675781
17,408.0080261230469
18,589.9182739257812
19,429.87579345703125
20,557.5914306640625
21,360.7530212402344
22,278.2293395996094
23,317.7529296875
24,353.58416748046875
25,393.79547119140625
26,245.72296142578125
27,416.7384948730469
28,435.09027099609375
29,312.58062744140625
30,412.9600830078125
31,229.96221923828125
32,199.135009765625
33,262.6577453613281
34,135.8397979736328
35,158.00140380859375
36,112.84078979492188
37,113.4161376953125
38,98.29875183105469
39,108.4813003540039
40,114.2159423828125
41,126.27371978759766
42,141.3749237060547
43,106.32930755615234
44,83.4339370727539
45,57.263790130615234
46,45.52309036254883
47,48.100826263427734
48,77.66114044189453
49,50.888427734375
50,69.95122528076172
51,71.97156524658203
52,50.248348236083984
53,40.64322280883789
54,56.305686950683594
55,112.86640930175781
56,75.10851287841797
57,48.556175231933594
58,121.60376739501953
59,40.88679885864258
60,40.13053512573242
61,55.89835739135742
62,92.19767761230469
63,71.57471466064453
64,71.19688415527344
65,101.49766540527344
66,20.187223434448242
67,25.613224029541016
68,43.36389923095703
69,43.139427185058594
70,33.75349426269531
71,52.84245681762695
72,42.93526840209961
73,45.14787673950195
74,44.71760940551758
75,40.24275588989258
76,60.830814361572266
77,39.86071014404297
78,24.954416275024414
79,50.14735794067383
80,27.492637634277344
81,56.01144790649414
82,21.13409996032715
83,38.93092727661133
84,46.2216796875
85,41.1844596862793
86,35.430458068847656
87,28.290260314941406
88,44.84679412841797
89,43.83012771606445
90,53.898841857910156
91,52.8342170715332
92,38.56561279296875
93,41.826663970947266
94,42.85198211669922
95,26.030960083007812
96,43.174015045166016
97,33.83294677734375
98,32.01340103149414
99,27.97087287902832
100,36.95714569091797
101,35.64814376831055
102,39.30266571044922
103,49.439517974853516
104,60.667781829833984
105,40.187034606933594
106,31.740692138671875
107,24.30936622619629
108,32.32346725463867
109,20.32918357849121
110,38.23351287841797
111,33.10286331176758
112,43.33971405029297
113,30.861574172973633
114,26.727170944213867
115,40.2896614074707
116,38.955692291259766
117,37.7579460144043
118,34.72602081298828
119,40.9625358581543
120,34.33349609375
121,23.048824310302734
122,30.0504093170166
123,21.780059814453125
124,49.305816650390625
125,35.80130386352539
126,52.23969268798828
127,15.130024909973145
128,23.344884872436523
129,29.57732582092285
130,38.58646011352539
131,14.30499267578125
132,37.58427047729492
133,23.174793243408203
134,26.967803955078125
135,25.701955795288086
136,29.71834945678711
137,39.208499908447266
138,30.041458129882812
139,19.635210037231445
140,27.841121673583984
141,15.773866653442383
142,31.31216049194336
143,19.56315803527832
144,29.16661834716797
145,23.308012008666992
146,19.938926696777344
147,20.802663803100586
148,15.993141174316406
149,25.05677032470703
150,26.09383201599121
151,36.73851776123047
152,37.12279510498047
153,26.232440948486328
154,28.298479080200195
155,30.531784057617188
156,14.339924812316895
157,23.280906677246094
158,27.823856353759766
159,19.567445755004883
160,21.334569931030273
161,29.472116470336914
162,21.83660888671875
163,19.451372146606445
164,32.36525344848633
165,46.29983901977539
166,21.5520076751709
167,18.325523376464844
168,15.269739151000977
169,18.907352447509766
170,11.67674732208252
171,24.65494728088379
172,17.53481674194336
173,20.281797409057617
174,18.125810623168945
175,15.676554679870605
176,26.22637939453125
177,26.30971336364746
178,26.10529136657715
179,29.827213287353516
180,26.657367706298828
181,25.853668212890625
182,18.231037139892578
183,27.42898178100586
184,16.326152801513672
185,38.526710510253906
186,27.379323959350586
187,39.00273513793945
188,10.031543731689453
189,23.019622802734375
190,22.905166625976562
191,30.39378547668457
192,12.868638038635254
193,21.46404266357422
194,21.54887580871582
195,17.94884490966797
196,15.572668075561523
197,24.6243953704834
198,25.553817749023438
199,22.73792839050293
200,20.220474243164062
201,23.819028854370117
202,10.882506370544434
203,27.398157119750977
204,16.32737922668457
205,23.880146026611328
206,22.799484252929688
207,21.526840209960938
208,25.781909942626953
209,16.206205368041992
210,19.840761184692383
211,22.443679809570312
212,31.392333984375
213,29.60723876953125
214,28.561487197875977
215,29.347461700439453
216,27.002134323120117
217,15.87696647644043
218,27.175426483154297
219,35.80752182006836
220,24.3939208984375
221,23.021512985229492
222,26.989099502563477
223,17.836999893188477
224,16.108325958251953
225,29.099502563476562
226,43.951358795166016
227,21.97041130065918
228,18.69387435913086
229,13.032953262329102
230,21.601768493652344
231,11.616561889648438
232,27.176620483398438
233,17.005773544311523
234,21.696796417236328
235,16.678625106811523
236,15.05664348602295
237,25.35882568359375
238,27.460670471191406
239,28.703861236572266
240,35.90605545043945
241,29.49213409423828
242,20.14204978942871
243,15.1006498336792
244,24.186819076538086
245,14.216424942016602
246,33.20566177368164
247,25.966188430786133
248,36.25358581542969
249,9.714559555053711
250,20.685344696044922
251,20.78406524658203
252,29.23798370361328
253,10.265478134155273
254,23.409147262573242
255,18.844980239868164
256,18.904043197631836
257,17.735057830810547
258,23.71155548095703
259,26.851633071899414
260,21.663928985595703
261,21.673446655273438
262,26.210453033447266
263,12.619604110717773
264,26.55414390563965
265,22.43304443359375
266,25.81175994873047
267,20.711149215698242
268,17.968830108642578
269,20.21843147277832
270,14.49041748046875
271,19.244422912597656
272,22.766075134277344
273,31.893924713134766
274,31.828813552856445
275,25.84280776977539
276,26.66639518737793
277,23.82879638671875
278,13.115039825439453
279,22.95107078552246
280,29.218666076660156
281,18.29210662841797
282,20.463298797607422
283,27.521352767944336
284,19.072696685791016
285,16.7855167388916
286,30.106426239013672
287,43.2954216003418
288,19.061304092407227
289,17.177570343017578
290,15.9069242477417
291,18.86872673034668
292,10.619619369506836
293,25.25918197631836
294,16.366729736328125
295,19.90515899658203
296,16.232009887695312
297,15.440391540527344
298,25.80837631225586
299,26.85097312927246
300,25.724340438842773
301,32.33395004272461
302,27.729040145874023
303,21.514402389526367
304,16.391706466674805
305,25.979948043823242
306,15.003010749816895
307,35.36122512817383
308,25.79364013671875
309,36.83283615112305
310,9.503328323364258
311,21.61387825012207
312,20.78070640563965
313,29.216569900512695
314,11.918773651123047
315,21.75031089782715
316,19.002084732055664
317,17.890233993530273
318,16.3936824798584
319,22.991966247558594
320,25.70562744140625
321,21.14897918701172
322,18.88872718811035
323,23.504133224487305
324,10.631437301635742
325,25.983657836914062
326,17.423179626464844
327,23.58116340637207
328,22.418798446655273
329,20.401277542114258
330,23.55792808532715
331,14.958037376403809
332,19.903614044189453
333,22.888460159301758
334,30.72220230102539
335,29.825170516967773
